full_text,text_clean,class,tokens,lemma
"@ganjarpranowo @urbansneakersoc selalu suka lihat segala aktivitas pak ganjar, semuanya selalu positif",suka lihat aktivitas positif,2,"['suka', 'lihat', 'aktivitas', 'positif']",suka lihat aktivitas positif
Trick pak jokowi sudah bisa di baca  Dia mau si ganjar pranowo menang  Tapi dia ga mau anies ada harapan  Jadi dia majukan Anak nya dan prabowo,trick baca menang harap jadi maju anak,2,"['trick', 'baca', 'menang', 'harap', 'jadi', 'maju', 'anak']",trick baca menang harap maju anak
@Melihat_Indo @ganjarpranowo Cuman pak ganjar sosok pemimpin yg udah jelas kinerja nya ðŸ¥°,sosok pimpin sudah jelas kerja,2,"['sosok', 'pimpin', 'sudah', 'jelas', 'kerja']",sosok pimpin jelas kerja
Pasca putusan MK tema keberlanjutan akan diusung oleh Prabowo kubu Ganjar mulai pudar dengan tema ini  tema yg diciptakan kedepan nanti adalah yg pro politik dinasti (Prabowo) melawan yg anti dinasti (Ganjar Anies)  itu akan otomatis terbentuk di masyarakat,pasca putus tema lanjut usung kubu mulai pudar tema tema cipta depan profesional politik dinasti lawan anti dinasti otomatis bentuk masyarakat,0,"['pasca', 'putus', 'tema', 'lanjut', 'usung', 'kubu', 'mulai', 'pudar', 'tema', 'tema', 'cipta', 'depan', 'profesional', 'politik', 'dinasti', 'lawan', 'anti', 'dinasti', 'otomatis', 'bentuk', 'masyarakat']",pasca putus tema lanjut usung kubu mulai pudar tema tema cipta depan profesional politik dinasti lawan anti dinasti otomatis bentuk masyarakat
@VIVAcoid semoga ganjar  mahfud dipermudah jadi presiden 2024,moga mahfud mudah jadi presiden,2,"['moga', 'mahfud', 'mudah', 'jadi', 'presiden']",moga mahfud mudah presiden
@Gus_Raharjo Pilihan terbaik hanya untuk orang terbaik GANJAR MAHFUD,pilih baik orang baik mahfud,2,"['pilih', 'baik', 'orang', 'baik', 'mahfud']",pilih baik orang baik mahfud
@Melihat_Indo @ganjarpranowo Semangat pak masyarakat sangat berharap pada pak ganjar untuk bisa memajukan Indonesia,semangat masyarakat harap maju indonesia,2,"['semangat', 'masyarakat', 'harap', 'maju', 'indonesia']",semangat masyarakat harap maju indonesia
@Melihat_Indo @ganjarpranowo Yakin ganjar selalu tulus dan konsisten,yakin tulus konsisten,2,"['yakin', 'tulus', 'konsisten']",yakin tulus konsisten
@Melihat_Indo @ganjarpranowo Semoga pak ganjar kerja buat rakyat dan selalu amanah ðŸ¥°,moga kerja rakyat amanah,2,"['moga', 'kerja', 'rakyat', 'amanah']",moga kerja rakyat amanah
@hansssolo Ijin tanya pak. Mengenai kebebasan mendirikan rumah ibadah apakah akan ada perubahan di kepemimpinan pak Ganjar dan pak Mahfud ?,ijin tanya kena bebas diri rumah ibadah ubah pimpin mahfud,0,"['ijin', 'tanya', 'kena', 'bebas', 'diri', 'rumah', 'ibadah', 'ubah', 'pimpin', 'mahfud']",ijin tanya kena bebas diri rumah ibadah ubah pimpin mahfud
@Melihat_Indo @ganjarpranowo Semoga aja pak ganjar bisa selalu amanah ðŸ¥°,moga amanah,2,"['moga', 'amanah']",moga amanah
Wadawww... Pak Ganjar suka nonton juga https://t.co/dCztOUVlQ2 Penyebab-ganjar-makin-tertinggal-dari-prabowo,wadawww suka nonton sebab tinggal,2,"['wadawww', 'suka', 'nonton', 'sebab', 'tinggal']",wadawww suka nonton tinggal
"MALMING INI, BEGADANG DI GOR JATIDIRI SEMARANG.... SATU KOMANDO DUKUNG GANJAR MAHFUD ðŸ¤ŸðŸ¤ŸðŸ¤ŸðŸ”¥ https://t.co/4dR0yjPRxa",malam minggu begadang jatidiri semarang satu komando dukung mahfud,2,"['malam', 'minggu', 'begadang', 'jatidiri', 'semarang', 'satu', 'komando', 'dukung', 'mahfud']",malam minggu begadang jatidiri semarang satu komando dukung mahfud
"@liputan6dotcom Pura2 aja kalian itu, sejati kalian itu sama, mau Ganjar mau Prabowo sebenarnya satu misi satu bossâ€¦Insya Allah Anies RI.1 Aamiinn",pura sejati satu misi satu insya allah aamiinn,0,"['pura', 'sejati', 'satu', 'misi', 'satu', 'insya', 'allah', 'aamiinn']",pura sejati satu misi satu insya allah aamiinn
@yunartowijaya Anies sama Ganjar masuk putaran ke 2 kayanya. Pemilih Prabowo terpecah 2 ada yang ke Anies ada yang ke Ganjar,masuk putar kayak pilih pecah,0,"['masuk', 'putar', 'kayak', 'pilih', 'pecah']",masuk putar kayak pilih pecah
Kita kalahkan keluarga @jokowi @gibran_tweet @kaesangp di 2024  Sebagai perjuangan INTEGRITY MORAL &amp  MENTAL yang sudah dilakukan dalam program REVOLUSI MENTAL,kalah keluarga juang integrity moral mental laku program revolusi mental,2,"['kalah', 'keluarga', 'juang', 'integrity', 'moral', 'mental', 'laku', 'program', 'revolusi', 'mental']",kalah keluarga juang integrity moral mental laku program revolusi mental
@yunartowijaya Yg pasti tim Ganjar sudah Solid kata bu Puan juga https://t.co/EhWUzX0d1t,solid kata,2,"['solid', 'kata']",solid kata
@Melihat_Indo @ganjarpranowo Semoga aja pak ganjar tidak mengecewakan kita semua ðŸ¥°,moga kecewa,0,"['moga', 'kecewa']",moga kecewa
"@PartaiSocmed Monggo tim Ganjar, sosialisasikan pengumuman ini ke semua barisannya.",monggo sosialisasi umum baris,2,"['monggo', 'sosialisasi', 'umum', 'baris']",monggo sosialisasi umum baris
harusnya sebagai pejabat publik ganjar jangan bicara suka film porno kan blunder #Megawaty #wanitaperisai #ganjarsukavideoporno https://t.co/DilSpT9Pnb,jabat publik bicara suka film porno blunder,1,"['jabat', 'publik', 'bicara', 'suka', 'film', 'porno', 'blunder']",jabat publik bicara suka film porno blunder
"@Dennysiregar7 @BadruddinAl @gibran_tweet @PDI_Perjuangan @__AnakKolong Denny Denny...dulu Jokowi kau puja2,dimatamu Jokowi selalu benar,seandainya Gibran JD wakilnya Ganjar,mungkin km ga  emosian kek sekarg iniðŸ¤£ðŸ¤£ðŸ¤£",denny denny kamu puja mata benar anda gibran jadi wakil kilometer emosi kayak sekarg,1,"['denny', 'denny', 'kamu', 'puja', 'mata', 'benar', 'anda', 'gibran', 'jadi', 'wakil', 'kilometer', 'emosi', 'kayak', 'sekarg']",denny denny kamu puja mata benar gibran wakil kilometer emosi kayak sekarg
@Melihat_Indo @ganjarpranowo Pak ganjar rekam jejaknya bersih,rekam jejak bersih,2,"['rekam', 'jejak', 'bersih']",rekam jejak bersih
"@nongandah @saidiman @saifulmujani Bgtu angkanya 50% ke atas pd gumbira krn takut kalo isu nepotisme, politik dinasti, ketidaknetralan &amp  demokrasi yg mendung jd isu bersama Ganjar &amp  Anies.",bgtu angka atas gumbira takut nepotisme politik dinasti ketidaknetralan demokrasi mendung jadi,2,"['bgtu', 'angka', 'atas', 'gumbira', 'takut', 'nepotisme', 'politik', 'dinasti', 'ketidaknetralan', 'demokrasi', 'mendung', 'jadi']",angka atas gumbira takut nepotisme politik dinasti ketidaknetralan demokrasi mendung
@ganjarpranowo @urbansneakersoc Pak ganjar memang pemimpin yang selalu dukung dan support umkm kita untuk bisa maju,pimpin dukung support umkm maju,2,"['pimpin', 'dukung', 'support', 'umkm', 'maju']",pimpin dukung support umkm maju
Ini toh yang sedang hits. Hmmm  https://t.co/xOFRkA0RhQ enyebab-ganjar-makin-tertinggal-dari-prabowo,hits hmmm enyebab tinggal,1,"['hits', 'hmmm', 'enyebab', 'tinggal']",hits enyebab tinggal
"Mari fokus kepada Ganjar dan Mahfud, biarkan saja yang lain mengurus capres mereka. Doaku GanjarMahfud menang SATU PUTARAN. https://t.co/w8Ge1NmCFL",fokus mahfud biar urus capres doa ganjarmahfud menang satu putar,2,"['fokus', 'mahfud', 'biar', 'urus', 'capres', 'doa', 'ganjarmahfud', 'menang', 'satu', 'putar']",fokus mahfud biar urus capres doa ganjarmahfud menang satu putar
"Dulu sebelum putusan MK soal usia Capres/Cawapres  publik dipecah antara yg pro JKW dg tema keberlanjutan (Ganjar dan Prabowo) melawan yg antitesa JKW perubahan (Anies)  nanti tema itu berubah, saat ini gejalanya sih sudah terasa  ini penting utk melihat peta pilpres putaran2",putus soal usia capres cawapres publik pecah profesional jokowi tema lanjut lawan antitesa jokowi ubah tema ubah gejala asa penting lihat peta pilpres putar,0,"['putus', 'soal', 'usia', 'capres', 'cawapres', 'publik', 'pecah', 'profesional', 'jokowi', 'tema', 'lanjut', 'lawan', 'antitesa', 'jokowi', 'ubah', 'tema', 'ubah', 'gejala', 'asa', 'penting', 'lihat', 'peta', 'pilpres', 'putar']",putus soal usia capres cawapres publik pecah profesional jokowi tema lanjut lawan antitesa jokowi ubah tema ubah gejala asa penting lihat peta pilpres putar
Ganjar Mahfud bagus tapi di PDIP banyak ditangkap koruptor.,mahfud bagus pdip tangkap koruptor,0,"['mahfud', 'bagus', 'pdip', 'tangkap', 'koruptor']",mahfud bagus pdip tangkap koruptor
@ganjarpranowo @urbansneakersoc Mantappp nih pak Ganjar selalu mendukung usaha anak mileniall bangsa,mantappp dukung usaha anak mileniall bangsa,2,"['mantappp', 'dukung', 'usaha', 'anak', 'mileniall', 'bangsa']",mantappp dukung usaha anak mileniall bangsa
@ganjarpranowo @mohmahfudmd Ganjar sosok panutan sejati nih,sosok panutan sejati,2,"['sosok', 'panutan', 'sejati']",sosok panutan sejati
@Gus_Raharjo Ganjar Mahfud pasti bisa menjadikan Indonesia makin Sejahtera. Gaspol,mahfud jadi indonesia sejahtera gaspol,2,"['mahfud', 'jadi', 'indonesia', 'sejahtera', 'gaspol']",mahfud indonesia sejahtera gaspol
@hikmat_says @amatalidla @ismailfahmi Yap..berarti gak 2 diantaranya. Buzzernya hanya membela tuannya salah pun ditabrak akhrnya mereka kecewa sendiri ada yg bikin kubu dgn prabowo. Ganjar juga bilang saat penolakan itu karena arahan partai. Dahlah banyak kecewanya dari merah ðŸ˜‚,arti buzzernya bela tuan salah tabrak akhrnya kecewa buat kubu bilang tolak arah partai sudah kecewa merah,1,"['arti', 'buzzernya', 'bela', 'tuan', 'salah', 'tabrak', 'akhrnya', 'kecewa', 'buat', 'kubu', 'bilang', 'tolak', 'arah', 'partai', 'sudah', 'kecewa', 'merah']",arti buzzernya bela tuan salah tabrak akhrnya kecewa buat kubu bilang tolak arah partai kecewa merah
@Paltiwest Makin anda angkat PDU20 makin Anjlok junjungan ente!!!  Pecinta Sepakbola Tanah Air mayoritas masih SAKIT HATI dan Tidak Memihak Ganjar &amp  pdip krn hal itu.  #Blunder,angkat anjlok junjung ente cinta sepakbola tanah mayoritas sakit hati pihak pdip,1,"['angkat', 'anjlok', 'junjung', 'ente', 'cinta', 'sepakbola', 'tanah', 'mayoritas', 'sakit', 'hati', 'pihak', 'pdip']",angkat anjlok junjung ente cinta sepakbola tanah mayoritas sakit hati pihak pdip
@ganjarpranowo @mohmahfudmd Bangga dengan Pak Ganjar yg selalu rendah hati,bangga rendah hati,2,"['bangga', 'rendah', 'hati']",bangga rendah hati
"@nongandah @saidiman @saifulmujani Jk memang benar hoax, ini sdh pidana krn mencatut nama &amp  logo SMRC. Segeralah lapor ke Polisi @DivHumas_Polri  Jgn didiamkn krn brdampak buruk pd pasangan Ganjar-Mahfud.",benar isu bohong pidana catut nama logo smrc segera lapor polisi jangan didiamkn brdampak buruk pasang mahfud,0,"['benar', 'isu', 'bohong', 'pidana', 'catut', 'nama', 'logo', 'smrc', 'segera', 'lapor', 'polisi', 'jangan', 'didiamkn', 'brdampak', 'buruk', 'pasang', 'mahfud']",benar isu bohong pidana catut nama logo smrc segera lapor polisi jangan didiamkn brdampak buruk pasang mahfud
@Gus_Raharjo Tetap semangat mendukung penuh pak Ganjar Pranowo dan pak Mahfud MD,tetap semangat dukung penuh mahfud,2,"['tetap', 'semangat', 'dukung', 'penuh', 'mahfud']",tetap semangat dukung penuh mahfud
â”â”â”ð’¢ð’¶ð“ƒð’¿ð’¶ð“‡ð‘€ð’¶ð’½ð’»ð“Šð’¹ â”â”â” Nasehat Pak Ganjar Untuk orang tua yang memiliki anak-anak generasi Milenial dan Gen Z. ððšð¡ðšð¦ð¢ ðŒðžð«ðžð¤ðš  @ganjarpranowo @mohmahfudmd #GanjarMahfud2024 https://t.co/BBBQJyRKJ0,nasehat orang milik anak anak generasi milenial,2,"['nasehat', 'orang', 'milik', 'anak', 'anak', 'generasi', 'milenial']",nasehat orang milik anak anak generasi milenial
@kompascom dukungan penuh dari masyarakat Indonesia untuk pak Ganjar dan pak Mahfudâ¤,dukung penuh masyarakat indonesia mahfud,2,"['dukung', 'penuh', 'masyarakat', 'indonesia', 'mahfud']",dukung penuh masyarakat indonesia mahfud
Lagi ramai hari ini pembasan soal porn* owalah  https://t.co/oQzW17Qw7y perisai-desak-ganjar-minta-maaf-ke-publik,ramai hari bas soal porn owalah perisai desak minta maaf publik,1,"['ramai', 'hari', 'bas', 'soal', 'porn', 'owalah', 'perisai', 'desak', 'minta', 'maaf', 'publik']",ramai hari bas soal porn perisai desak minta maaf publik
"@umam27642118 @mohmahfudmd Siapa? Anies dan ganjar sudah Enggak menjabat. Tinggal @prabowo dan @mohmahfudmd . Kapan kalian mundur dari menteri, biar pilpres jurdil.",jabat tinggal mundur menteri pilpres jujur adil,0,"['jabat', 'tinggal', 'mundur', 'menteri', 'pilpres', 'jujur', 'adil']",jabat tinggal mundur menteri pilpres jujur adil
Biar Kang Martabak &amp  Kang Pisang aja  cc @gibran_tweet tak tahu diri @kaesangp tak tahu malu  Mudah2an anak-anakku gak meniru cara kalian,kang martabak kang pisang tahu tahu malu mudah anak anak tiru cara,1,"['kang', 'martabak', 'kang', 'pisang', 'tahu', 'tahu', 'malu', 'mudah', 'anak', 'anak', 'tiru', 'cara']",kang martabak kang pisang tahu tahu malu mudah anak anak tiru cara
@ganjarpranowo @urbansneakersoc Pak ganjar sangat mendukung UMKM,dukung umkm,2,"['dukung', 'umkm']",dukung umkm
Kemarin Pak Ganjar Pranowo menghadiri acara Silatarahmi Kerja Nasional Ikatan Cendekiawan Muslim (ICMI) se-Indonesia 2023 pada Sabtu (4/11/2023). ðŸ«°  #SahabatGanjar  #GanjarMahfud2024 https://t.co/ZX0x1vmOFF,kemarin hadir acara silatarahmi kerja nasional ikat cendekiawan muslim icmi indonesia sabtu,2,"['kemarin', 'hadir', 'acara', 'silatarahmi', 'kerja', 'nasional', 'ikat', 'cendekiawan', 'muslim', 'icmi', 'indonesia', 'sabtu']",kemarin hadir acara silatarahmi kerja nasional ikat cendekiawan muslim icmi indonesia sabtu
@ganjarpranowo @mohmahfudmd Emang terbaik pak ganjar ini ðŸ¥°,memang baik,2,"['memang', 'baik']",memang baik
@Melihat_Indo @ganjarpranowo Pak Ganjar pasti bisa mengemban amanah untuk menjadi presiden Indonesia yg adil dan bijaksana. Tinggal kita masyarakat utk terus dukung pak ganjar,emban amanah jadi presiden indonesia adil bijaksana tinggal masyarakat terus dukung,2,"['emban', 'amanah', 'jadi', 'presiden', 'indonesia', 'adil', 'bijaksana', 'tinggal', 'masyarakat', 'terus', 'dukung']",emban amanah presiden indonesia adil bijaksana tinggal masyarakat terus dukung
beberapa faktor yg menjadi penyebab elektabilitas ganjar lebih kecil dari prabowo #Megawaty #wanitaperisai #ganjarsukavideoporno  https://t.co/NpycNEtxCA,faktor jadi sebab elektabilitas,2,"['faktor', 'jadi', 'sebab', 'elektabilitas']",faktor elektabilitas
"@Joker_Wedoks Ganjar Mahfud aja, yang sudah teruji ðŸ¤Ÿ https://t.co/J8p272nJVX",mahfud uji,2,"['mahfud', 'uji']",mahfud uji
"@bucha76 @andre_rosiade @saifulmujani Smrc itu tim Ganjar, kalo jagoan kalah jauh, gakan dirilis.. yg dirilis cuma survey partainyaðŸ˜",smrc jago kalah jauh akan rilis rilis survey partai,1,"['smrc', 'jago', 'kalah', 'jauh', 'akan', 'rilis', 'rilis', 'survey', 'partai']",smrc jago kalah jauh rilis rilis survey partai
"Kalahpun, Kita Kalah terhormat dari Menantu Soeharto &amp  Anak Jokowi  Dengan logistik TRILIUN uang mereka, alat negara termasuk Paman-Paman mereka  Apalaagi MENANG !!!! Gile lu Drone",kalah kalah hormat menantu soeharto anak logistik triliun uang alat negara masuk paman paman apalaagi menang gila kamu drone,1,"['kalah', 'kalah', 'hormat', 'menantu', 'soeharto', 'anak', 'logistik', 'triliun', 'uang', 'alat', 'negara', 'masuk', 'paman', 'paman', 'apalaagi', 'menang', 'gila', 'kamu', 'drone']",kalah kalah hormat menantu soeharto anak logistik triliun uang alat negara masuk paman paman apalaagi menang gila kamu drone
"@Melihat_Indo @ganjarpranowo Pemimpin harus berhati-hati, jangan patahkan harapan yang diberikan oleh rakyat ya pak Ganjar.",pimpin hati hati patah harap beri rakyat,2,"['pimpin', 'hati', 'hati', 'patah', 'harap', 'beri', 'rakyat']",pimpin hati hati patah harap beri rakyat
Ganjar Mahfud terbaek!,mahfud terbaek,2,"['mahfud', 'terbaek']",mahfud terbaek
@Gus_Raharjo Ganjar Mahfud bisa membawa harapan untuk kemajuan Indonesia ðŸ¤ŸðŸ¤Ÿ,mahfud bawa harap maju indonesia,2,"['mahfud', 'bawa', 'harap', 'maju', 'indonesia']",mahfud bawa harap maju indonesia
@UmarSyadatHsb__ Dngn begini PDIP yg playing victim  Pihak pendukung Ganjar yg terzolimi  Basi ...,pdip playing victim pihak dukung terzolimi basi,1,"['pdip', 'playing', 'victim', 'pihak', 'dukung', 'terzolimi', 'basi']",pdip playing victim pihak dukung terzolimi basi
@sapi05490638 Ganjar Pranowo dan Mahfud Md mampu membangun Indonesia,mahfud bangun indonesia,2,"['mahfud', 'bangun', 'indonesia']",mahfud bangun indonesia
@ganjarpranowo @urbansneakersoc Kalau kaya gini mah kita harus all ini pa Ganjar pokonya. Ini nih calon pemimpin yg tebaik,kaya gin poko calon pimpin tebaik,2,"['kaya', 'gin', 'poko', 'calon', 'pimpin', 'tebaik']",kaya gin poko calon pimpin tebaik
"@WinnerWave_ @andre_rosiade @saifulmujani Yang bayar SMRC itu tim Ganjar, jadi ga berani rilis kalo ga sesuai targetðŸ¤­",bayar smrc jadi berani rilis tidak sesuai target,1,"['bayar', 'smrc', 'jadi', 'berani', 'rilis', 'tidak', 'sesuai', 'target']",bayar smrc berani rilis sesuai target
@ganjarpranowo @urbansneakersoc Pak Ganjar Pranowo selalu tahu bagaimana mendukung pemuda kreatif. Memberikan akses permodalan melalui IP adalah langkah brilian!,tahu dukung pemuda kreatif beri akses modal langkah brilian,2,"['tahu', 'dukung', 'pemuda', 'kreatif', 'beri', 'akses', 'modal', 'langkah', 'brilian']",tahu dukung pemuda kreatif beri akses modal langkah brilian
"@ganjarpranowo @mohmahfudmd pokonya jangan ada politik dinasti. Kash kesempatan untuk orang baik yang lebih kompeten, yaitu pak ganjar dan pak mahfud.",poko politik dinasti kash sempat orang baik kompeten mahfud,2,"['poko', 'politik', 'dinasti', 'kash', 'sempat', 'orang', 'baik', 'kompeten', 'mahfud']",poko politik dinasti kash sempat orang baik kompeten mahfud
@Melihat_Indo @ganjarpranowo Pak Ganjar sudah teruji kinerja dan integritas nya sebagai pemimpin,uji kerja integritas pimpin,2,"['uji', 'kerja', 'integritas', 'pimpin']",uji kerja integritas pimpin
Serius ini pak Ganjar?  Kalo bener cepet dah minta maaf  https://t.co/bMGBSfglXy #Megawaty #wanitaperisai #ganjarsukavideoporno,serius benar cepat minta maaf,1,"['serius', 'benar', 'cepat', 'minta', 'maaf']",serius benar cepat minta maaf
@ganjarpranowo @mohmahfudmd Terimakasih pak Ganjar dan pak Mahfud sudah ziarah ke makam bung Karno,terimakasih mahfud ziarah makam bung karno,2,"['terimakasih', 'mahfud', 'ziarah', 'makam', 'bung', 'karno']",terimakasih mahfud ziarah makam bung karno
@DavidWijaya82 Saya gak dukung Ganjar dan serukan kebteman2 karena Ganjar menolak timnas Israel bermain dipildun u-20.,dukung seru kebteman tolak timnas israel main dipildun kamu,1,"['dukung', 'seru', 'kebteman', 'tolak', 'timnas', 'israel', 'main', 'dipildun', 'kamu']",dukung seru kebteman tolak timnas israel main dipildun kamu
@ganjarpranowo @mohmahfudmd Inilah quota terbaik dari Ir. Soekarno semoga bisa diambil maknanya dan diteladani oleh Ganjar Pranowo,kouta baik soekarno moga ambil makna teladan,2,"['kouta', 'baik', 'soekarno', 'moga', 'ambil', 'makna', 'teladan']",kouta baik soekarno moga ambil makna teladan
@sapi05490638 Ganjar Pranowo dan Mahfud Md mampu membangun Indonesia,mahfud bangun indonesia,2,"['mahfud', 'bangun', 'indonesia']",mahfud bangun indonesia
"@SahLeoSin @ecentiawan @jokowi Gaspol...... ProGaMa, Pro Ganjar Mahfud dr Sabang sampe Merauke utk NKRI yg lbh baik lg n lbh maju bahkan melampaui negara super power!!!!!! ðŸ¤ŸðŸ¤ŸðŸ¤ŸðŸ’–ðŸ’–ðŸ’–ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡© https://t.co/vmomgsBzi7",gaspol progama profesional mahfud sabang merauke nkri lebih baik lebih maju lampau negara super power,2,"['gaspol', 'progama', 'profesional', 'mahfud', 'sabang', 'merauke', 'nkri', 'lebih', 'baik', 'lebih', 'maju', 'lampau', 'negara', 'super', 'power']",gaspol progama profesional mahfud sabang merauke nkri lebih baik lebih maju lampau negara super power
